CODMU	MUNICIPIO	CODPROV
490224	Benegiles	49
030232	Beneixama	03
460538	Beneixida	46
030247	Benejúzar	03
460543	Benetússer	46
030250	Benferri	03
030263	Beniarbeig	03
030279	Beniardá	03
460556	Beniarjó	46
030285	Beniarrés	03
460569	Beniatjar	46
120271	Benicarló	12
120287	Benicasim/Benicàssim	12
460575	Benicolet	46
469045	Benicull de Xúquer	46
030302	Benidoleig	03
030319	Benidorm	03
300102	Beniel	30
460608	Benifaió	46
460594	Benifairó de la Valldigna	46
460581	Benifairó de les Valls	46
430252	Benifallet	43
030324	Benifallim	03
030330	Benifato	03
460615	Beniflá	46
460620	Benigànim	46
030298	Benigembla	03
030345	Benijófar	03
030358	Benilloba	03
030361	Benillup	03
030377	Benimantell	03
030383	Benimarfull	03
030396	Benimassot	03
030400	Benimeli	03
460636	Benimodo	46
460641	Benimuslem	46
460654	Beniparrell	46
460667	Benirredrà	46
030417	Benissa	03
430265	Benissanet	43
460673	Benissanó	46
460689	Benissoda	46
460692	Benissuera	46
030422	Benitachell/Poble Nou de Benitatxell, el	03
040268	Benitagla	04
040274	Benizalón	04
120290	Benlloc	12
100279	Benquerencia	10
060188	Benquerencia de la Serena	06
040280	Bentarique	04
240166	Benuza	24
312508	Bera	31
480160	Berango	48
010148	Berantevilla	01
222467	Beranuy	22
200224	Berastegi	20
420341	Beratón	42
220553	Berbegal	22
090503	Berberana	09
310538	Berbinzana	31
260276	Berceo	26
470170	Bercero	47
470186	Berceruelo	47
180303	Bérchules	18
400289	Bercial	40
050261	Bercial de Zapardiel	05
240172	Bercianos del Páramo	24
240188	Bercianos del Real Camino	24
400292	Bercimuel	40
500476	Berdejo	50
080229	Berga	08
200744	Bergara	20
260282	Bergasa	26
260295	Bergasillas Bajera	26
440407	Berge	44
150085	Bergondo	15
319058	Beriáin	31
040293	Berja	04
050277	Berlanas, Las	05
060191	Berlanga	06
420354	Berlanga de Duero	42
240191	Berlanga del Bierzo	24
090510	Berlangas de Roa	09
370495	Bermellar	37
480176	Bermeo	48
490230	Bermillo de Sayago	49
400306	Bernardos	40
010164	Bernedo	01
190518	Berninches	19
400313	Bernuy de Porreros	40
050296	Bernuy-Zapardiel	05
480182	Berriatua	48
319024	Berrioplano/Berriobeiti	31
319030	Berriozar	31
480195	Berriz	48
200230	Berrobi	20
210123	Berrocal	21
370508	Berrocal de Huebra	37
370515	Berrocal de Salvatierra	37
100285	Berrocalejo	10
050300	Berrocalejo de Aragona	05
470199	Berrueces	47
500482	Berrueco	50
280210	Berrueco, El	28
310543	Bertizarana	31
100298	Berzocana	10
090525	Berzosa de Bureba	09
280203	Berzosa del Lozoya	28
340323	Berzosilla	34
170195	Besalú	17
170209	Bescanó	17
350075	Betancuria	35
150098	Betanzos	15
310556	Betelu	31
460706	Bétera	46
160357	Beteta	16
120213	Betxí	12
170216	Beuda	17
260309	Bezares	26
440414	Bezas	44
030438	Biar	03
460713	Bicorp	46
200245	Bidania-Goiatz	20
312536	Bidaurreta	31
509017	Biel	50
220572	Bielsa	22
020169	Bienservida	02
060205	Bienvenida	06
220588	Bierge	22
220591	Biescas	22
030443	Bigastro	03
080235	Bigues i Riells	08
500508	Bijuesca	50
480209	Bilbao	48
330061	Bimenes	33
220605	Binaced	22
220612	Binéfar	22
070086	Binissalem	07
250557	Biosca	25
500515	Biota	50
220627	Bisaurri	22
430271	Bisbal de Falset, La	43
430287	Bisbal del Penedès, La	43
170221	Bisbal d'Empordà, La	17
220633	Biscarrués	22
500520	Bisimbre	50
172348	Biure	17
310569	Biurrun-Olcoz	31
420367	Blacos	42
300119	Blanca	30
430290	Blancafort	43
440429	Blancas	44
320126	Blancos, Os	32
170237	Blanes	17
050338	Blascomillán	05
050343	Blasconuño de Matacabras	05
050356	Blascosancho	05
140116	Blázquez, Los	14
220648	Blecua y Torres	22
440435	Blesa	44
420373	Bliecos	42
370520	Boada	37
340339	Boada de Campos	34
170293	Boadella i les Escaules	17
340357	Boadilla de Rioseco	34
340344	Boadilla del Camino	34
280225	Boadilla del Monte	28
330077	Boal	33
280231	Boalo, El	28
260316	Bobadilla	26
470203	Bobadilla del Campo	47
320132	Boborás	32
240205	Boca de Huérgano	24
460728	Bocairent	46
400328	Boceguillas	40
470210	Bocigas	47
470225	Bocos de Duero	47
190523	Bodera, La	19
370541	Bodón, El	37
060212	Bodonal de la Sierra	06
470231	Boecillo	47
370554	Bogajo	37
020175	Bogarra	02
050369	Bohodón, El	05
100302	Bohonal de Ibor	10
050375	Bohoyo	05
150102	Boimorto	15
150119	Boiro	15
320147	Bola, A	32
130230	Bolaños de Calatrava	13
470246	Bolaños de Campos	47
460734	Bolbaite	46
410166	Bollullos de la Mitación	41
210139	Bollullos Par del Condado	21
320150	Bolo, O	32
220664	Boltaña	22
030456	Bolulla	03
170242	Bolvir	17
220670	Bonansa	22
210144	Bonares	21
430304	Bonastre	43
020181	Bonete	02
160360	Boniches	16
050381	Bonilla de la Sierra	05
020194	Bonillo, El	02
460749	Bonrepòs i Mirambell	46
240212	Boñar	24
150124	Boqueixón	15
500536	Boquiñeni	50
220686	Borau	22
500541	Bordalba	50
250576	Bòrdes, Es	25
170255	Bordils	17
440440	Bordón	44
290304	Borge, El	29
250582	Borges Blanques, Les	25
430311	Borges del Camp, Les	43
500554	Borja	50
420389	Borjabad	42
410172	Bormujos	41
110103	Bornos	11
420392	Borobia	42
450211	Borox	45
170268	Borrassà	17
080240	Borredà	08
240227	Borrenes	24
120326	Borriana/Burriana	12
120311	Borriol	12
110110	Bosque, El	11
250595	Bossòst	25
430326	Bot	43
430332	Botarell	43
100319	Botija	10
500567	Botorrita	50
370567	Bouza, La	37
270082	Bóveda	27
490245	Bóveda de Toro, La	49
370573	Bóveda del Río Almar	37
250560	Bovera	25
090546	Bozoó	09
050394	Brabos	05
430347	Bràfim	43
470259	Brahojos de Medina	47
340360	Brañosera	34
280246	Braojos	28
090559	Brazacorta	09
130245	Brazatortas	13
240233	Brazuelo	24
500573	Brea de Aragón	50
280259	Brea de Tajo	28
170274	Breda	17
410188	Brenes	41
380086	Breña Alta	38
380099	Breña Baja	38
490258	Bretó	49
490261	Bretocino	49
400334	Brieva	40
260321	Brieva de Cameros	26
190539	Brihuega	19
490277	Brime de Sog	49
490283	Brime de Urz	49
370589	Brincones	37
260337	Briñas	26
150130	Brión	15
260342	Briones	26
090562	Briviesca	09
440453	Bronchales	44
220699	Broto	22
100324	Brozas	10
080253	Bruc, El	08
080266	Brull, El	08
280262	Brunete	28
170280	Brunyola i Sant Martí Sapresa	17
420413	Buberos	42
500589	Bubierca	50
180325	Bubión	18
160382	Buciegas	16
190544	Budia	19
160395	Buenache de Alarcón	16
160409	Buenache de la Sierra	16
370592	Buenamadre	37
450226	Buenaventura	45
370606	Buenavista	37
340376	Buenavista de Valdavia	34
380103	Buenavista del Norte	38
160416	Buendía	16
440466	Bueña	44
360046	Bueu	36
460752	Bufali	46
460765	Bugarra	46
090578	Bugedo	09
070099	Búger	07
420428	Buitrago	42
280278	Buitrago del Lozoya	28
140121	Bujalance	14
190557	Bujalaro	19
500592	Bujaraloz	50
050408	Bularros	05
500606	Bulbuente	50
300124	Bullas	30
090584	Buniel	09
070103	Bunyola	07
460771	Buñol	46
310575	Buñuel	31
440472	Burbáguena	44
279024	Burela	27
500613	Bureta	50
490296	Burganes de Valverde	49
500628	Burgo de Ebro, El	50
420434	Burgo de Osma-Ciudad de Osma	42
290311	Burgo, El	29
240248	Burgo Ranero, El	24
050415	Burgohondo	05
090597	Burgos	09
310594	Burgui/Burgi	31
410191	Burguillos	41
450232	Burguillos de Toledo	45
060227	Burguillos del Cerro	06
460787	Burjassot	46
310608	Burlada/Burlata	31
240251	Burón	24
450247	Burujón	45
030469	Busot	03
180331	Busquístar	18
190576	Bustares	19
280284	Bustarviejo	28
500634	Buste, El	50
470262	Bustillo de Chaves	47
340382	Bustillo de la Vega	34
490300	Bustillo del Oro	49
240264	Bustillo del Páramo	24
340395	Bustillo del Páramo de Carrión	34
090601	Busto de Bureba	09
310615	Busto, El	31
480216	Busturia	48
430350	Cabacés	43
370613	Cabaco, El	37
400349	Caballar	40
150145	Cabana de Bergantiños	15
250609	Cabanabona	25
150158	Cabanas	15
170314	Cabanelles	17
120332	Cabanes	12
170307	Cabanes	17
310620	Cabanillas	31
280297	Cabanillas de la Sierra	28
190582	Cabanillas del Campo	19
080272	Cabanyes, Les	08
500649	Cabañas de Ebro	50
450250	Cabañas de la Sagra	45
400352	Cabañas de Polendos	40
490317	Cabañas de Sayago	49
450263	Cabañas de Yepes	45
100330	Cabañas del Castillo	10
240270	Cabañas Raras	24
090618	Cabañes de Esgueva	09
370634	Cabeza de Béjar, La	37
060233	Cabeza del Buey	06
370652	Cabeza del Caballo	37
060248	Cabeza la Vaca	06
100345	Cabezabellosa	10
370628	Cabezabellosa de la Calzada	37
450279	Cabezamesada	45
130258	Cabezarados	13
130261	Cabezarrubias del Puerto	13
050420	Cabezas de Alambre	05
410205	Cabezas de San Juan, Las	41
050436	Cabezas del Pozo	05
050441	Cabezas del Villar	05
210157	Cabezas Rubias	21
260355	Cabezón de Cameros	26
390128	Cabezón de la Sal	39
090623	Cabezón de la Sierra	09
390134	Cabezón de Liébana	39
470278	Cabezón de Pisuerga	47
470284	Cabezón de Valderaduey	47
400365	Cabezuela	40
100358	Cabezuela del Valle	10
050454	Cabizuela	05
250616	Cabó	25
500652	Cabolafuente	50
140137	Cabra	14
440488	Cabra de Mora	44
430363	Cabra del Camp	43
230177	Cabra del Santo Cristo	23
330083	Cabrales	33
330096	Cabranes	33
310636	Cabredo	31
420449	Cabrejas del Campo	42
420452	Cabrejas del Pinar	42
080288	Cabrera d'Anoia	08
080291	Cabrera de Mar	08
280301	Cabrera, La	28
370671	Cabrerizos	37
100361	Cabrero	10
470297	Cabreros del Monte	47
240286	Cabreros del Río	24
240299	Cabrillanes	24
370687	Cabrillas	37
080305	Cabrils	08
390149	Cabuérniga	39
240303	Cacabelos	24
100377	Cáceres	10
100383	Cachorrilla	10
180346	Cacín	18
100396	Cadalso	10
280318	Cadalso de los Vidrios	28
170329	Cadaqués	17
180359	Cádiar	18
110125	Cádiz	11
310641	Cadreita	31
500665	Cadrete	50
180362	Cájar	18
210160	Cala	21
400371	Calabazas de Fuentidueña	40
440491	Calaceite	44
080312	Calaf	08
430379	Calafell	43
260368	Calahorra	26
340416	Calahorra de Boedo	34
181149	Calahorra, La	18
440504	Calamocha	44
060251	Calamonte	06
440511	Calanda	44
210176	Calañas	21
300130	Calasparra	30
420465	Calatañazor	42
500671	Calatayud	50
500687	Calatorao	50
500690	Calcena	50
360059	Caldas de Reis	36
220725	Caldearenas	22
080348	Calders	08
170335	Caldes de Malavella	17
080333	Caldes de Montbui	08
080327	Caldes d'Estrac	08
080351	Calella	08
060264	Calera de León	06
450285	Calera y Chozas	45
090644	Caleruega	09
450298	Caleruela	45
180378	Calicasas	18
120347	Càlig	12
080370	Calldetenes	08
460790	Calles	46
030494	Callosa de Segura	03
030481	Callosa d'en Sarrià	03
080386	Callús	08
500704	Calmarza	50
440526	Calomarde	44
080364	Calonge de Segarra	08
170340	Calonge i Sant Antoni	17
030475	Calp	03
420487	Caltojar	42
370690	Calvarrasa de Abajo	37
370704	Calvarrasa de Arriba	37
070110	Calvià	07
320163	Calvos de Randín	32
370711	Calzada de Béjar, La	37
130277	Calzada de Calatrava	13
370726	Calzada de Don Diego	37
340421	Calzada de los Molinos	34
450302	Calzada de Oropesa	45
370732	Calzada de Valdunciel	37
240310	Calzada del Coto	24
100400	Calzadilla	10
060270	Calzadilla de los Barros	06
490322	Calzadilla de Tera	49
390152	Camaleño	39
440532	Camañas	44
250621	Camarasa	25
450319	Camarena	45
440547	Camarena de la Sierra	44
450324	Camarenilla	45
390165	Camargo	39
440550	Camarillas	44
150161	Camariñas	15
439039	Camarles	43
280323	Camarma de Esteruelas	28
490338	Camarzana de Tera	49
410212	Camas	41
360062	Cambados	36
230183	Cambil	23
150177	Cambre	15
430385	Cambrils	43
100417	Caminomorisco	10
440563	Caminreal	44
170353	Camós	17
410227	Campana, La	41
060286	Campanario	06
070125	Campanet	07
470301	Campaspero	47
240325	Campazas	24
170366	Campdevànol	17
170372	Campelles	17
030507	Campello, el	03
010170	Campezo/Kanpezu	01
160421	Campillo de Altobuey	16
500711	Campillo de Aragón	50
090657	Campillo de Aranda	09
230196	Campillo de Arenas	23
370747	Campillo de Azaba	37
100422	Campillo de Deleitosa	10
190595	Campillo de Dueñas	19
450330	Campillo de la Jara, El	45
060299	Campillo de Llerena	06
190609	Campillo de Ranas	19
210182	Campillo, El	21
470318	Campillo, El	47
290326	Campillos	29
160437	Campillos-Paravientos	16
160442	Campillos-Sierra	16
080399	Campins	08
190616	Campisábalos	19
170388	Campllong	17
220746	Campo	22
130283	Campo de Criptana	13
030514	Campo de Mirra/Camp de Mirra, el	03
370779	Campo de Peñaranda, El	37
400390	Campo de San Pedro	40
240331	Campo de Villavidel	24
360078	Campo Lameiro	36
100438	Campo Lugar	10
280339	Campo Real	28
210195	Campofrío	21
090660	Campolara	09
240346	Camponaraya	24
390279	Campoo de Enmedio	39
390171	Campoo de Yuso	39
470323	Camporredondo	47
220759	Camporrélls	22
460804	Camporrobles	46
070131	Campos	07
169015	Campos del Paraíso	16
300145	Campos del Río	30
180384	Campotéjar	18
170391	Camprodon	17
260374	Camprovín	26
450345	Camuñas	45
220762	Canal de Berdún	22
470339	Canalejas de Peñafiel	47
160455	Canalejas del Arroyo	16
050467	Canales	05
260380	Canales de la Sierra	26
460811	Canals	46
330100	Candamo	33
220778	Candasnos	22
380110	Candelaria	38
370785	Candelario	37
050473	Candeleda	05
420490	Candilichera	42
240362	Candín	24
250637	Canejan	25
230200	Canena	23
280344	Canencia	28
170405	Canet d'Adri	17
080403	Canet de Mar	08
460826	Canet d'En Berenguer	46
120363	Canet lo Roig	12
220784	Canfranc	22
360084	Cangas	36
330122	Cangas de Onís	33
330117	Cangas del Narcea	33
090676	Canicosa de la Sierra	09
180397	Caniles	18
370798	Canillas de Abajo	37
290332	Canillas de Aceituno	29
290347	Canillas de Albaida	29
470344	Canillas de Esgueva	47
260393	Canillas de Río Tuerto	26
040307	Canjáyar	04
439076	Canonja, La	43
080410	Canovelles	08
080425	Cànoves i Samalús	08
190642	Canredondo	19
090682	Cantabrana	09
370802	Cantagallo	37
370819	Cantalapiedra	37
400404	Cantalejo	40
170412	Cantallops	17
190655	Cantalojas	19
370824	Cantalpino	37
370830	Cantaracillo	37
440598	Cantavieja	44
410233	Cantillana	41
400411	Cantimpalos	40
050489	Cantiveros	05
040314	Cantoria	04
080431	Canyelles	08
030529	Cañada	03
440602	Cañada de Benatanduz	44
130296	Cañada de Calatrava	13
440619	Cañada de Verich, La	44
160468	Cañada del Hoyo	16
160474	Cañada Juncosa	16
419017	Cañada Rosal	41
440624	Cañada Vellida	44
420503	Cañamaque	42
160480	Cañamares	16
100443	Cañamero	10
180401	Cáñar	18
260407	Cañas	26
160493	Cañavate, El	16
100456	Cañaveral	10
210209	Cañaveral de León	21
160506	Cañaveras	16
160513	Cañaveruelas	16
160528	Cañete	16
140142	Cañete de las Torres	14
290350	Cañete la Real	29
360097	Cañiza, A	36
490343	Cañizal	49
190668	Cañizar	19
440630	Cañizar del Olivar	44
160534	Cañizares	16
490356	Cañizo	49
430398	Capafonts	43
310654	Caparroso	31
430402	Capçanes	43
070146	Capdepera	07
220797	Capdesaso	22
150183	Capela, A	15
220801	Capella	22
080446	Capellades	08
180423	Capileira	18
060303	Capilla	06
340455	Capillas	34
170427	Capmany	17
080459	Capolat	08
420510	Carabantes	42
280357	Carabaña	28
401615	Carabias	40
420525	Caracena	42
130300	Caracuel de Calatrava	13
180439	Carataunas	18
300158	Caravaca de la Cruz	30
330138	Caravia	33
090709	Carazo	09
490369	Carbajales de Alba	49
100469	Carbajo	10
370858	Carbajosa de la Sagrada	37
320185	Carballeda de Avia	32
320179	Carballeda de Valdeorras	32
270095	Carballedo	27
320198	Carballiño, O	32
150196	Carballo	15
490375	Carbellino	49
040329	Carboneras	04
160552	Carboneras de Guadazaón	16
400432	Carbonero el Mayor	40
230217	Carboneros	23
100475	Carcaboso	10
140155	Carcabuey	14
460832	Carcaixent	46
310667	Cárcar	31
310673	Carcastillo	31
090716	Carcedo de Bureba	09
090721	Carcedo de Burgos	09
020208	Carcelén	02
460847	Càrcer	46
239012	Cárcheles	23
080462	Cardedeu	08
260414	Cárdenas	26
160565	Cardenete	16
140168	Cardeña	14
090737	Cardeñadijo	09
090742	Cardeñajimeno	09
050492	Cardeñosa	05
340468	Cardeñosa de Volpejera	34
090755	Cardeñuela Riopico	09
450358	Cardiel de los Montes	45
080478	Cardona	08
190674	Cardoso de la Sierra, El	19
500726	Carenas	50
500732	Cariñena	50
159012	Cariño	15
460850	Carlet	46
140174	Carlota, La	14
080484	Carme	08
450361	Carmena	45
240378	Cármenes	24
410248	Carmona	41
060310	Carmonita	06
150200	Carnota	15
230243	Carolina, La	23
470357	Carpio	47
370861	Carpio de Azaba	37
450377	Carpio de Tajo, El	45
140180	Carpio, El	14
240384	Carracedelo	24
150217	Carral	15
450383	Carranque	45
370877	Carrascal de Barregas	37
370883	Carrascal del Obispo	37
400447	Carrascal del Río	40
100481	Carrascalejo	10
060325	Carrascalejo, El	06
160571	Carrascosa	16
420531	Carrascosa de Abajo	42
160587	Carrascosa de Haro	16
420546	Carrascosa de la Sierra	42
290363	Carratraca	29
330143	Carreño	33
050512	Carrera, La	05
090768	Carrias	09
450396	Carriches	45
460863	Carrícola	46
130317	Carrión de Calatrava	13
410251	Carrión de los Céspedes	41
340474	Carrión de los Condes	34
240397	Carrizo	24
130322	Carrizosa	13
240401	Carrocera	24
300161	Cartagena	30
290379	Cartajima	29
290385	Cártama	29
210216	Cartaya	21
320202	Cartelle	32
390187	Cartes	39
240418	Carucedo	24
190707	Casa de Uceda	19
290398	Casabermeja	29
370896	Casafranca	37
260429	Casalarreina	26
100494	Casar de Cáceres	10
450400	Casar de Escalona, El	45
100507	Casar de Palomero	10
190714	Casar, El	19
290402	Casarabonela	29
420559	Casarejos	42
290419	Casares	29
100514	Casares de las Hurdes	10
410264	Casariche	41
450417	Casarrubios del Monte	45
280360	Casarrubuelos	28
460879	Casas Altas	46
460885	Casas Bajas	46
160604	Casas de Benítez	16
100529	Casas de Don Antonio	10
100535	Casas de Don Gómez	10
060331	Casas de Don Pedro	06
160611	Casas de Fernando Alonso	16
160626	Casas de Garcimolina	16
160632	Casas de Guijarro	16
160647	Casas de Haro	16
020215	Casas de Juan Núñez	02
020220	Casas de Lázaro	02
160650	Casas de los Pinos	16
100566	Casas de Millán	10
100572	Casas de Miravete	10
060346	Casas de Reina	06
190735	Casas de San Galindo	19
020236	Casas de Ves	02
100540	Casas del Castañar	10
370900	Casas del Conde, Las	37
100553	Casas del Monte	10
050527	Casas del Puerto	05
450422	Casasbuenas	45
490381	Casaseca de Campeán	49
490394	Casaseca de las Chanas	49
020241	Casas-Ibáñez	02
160663	Casasimarro	16
050533	Casasola	05
470360	Casasola de Arión	47
100588	Casatejada	10
050548	Casavieja	05
220818	Casbas de Huesca	22
090774	Cascajares de Bureba	09
090780	Cascajares de la Sierra	09
310689	Cascante	31
440645	Cascante del Río	44
310692	Cáseda	31
430419	Caseres	43
050551	Casillas	05
100591	Casillas de Coria	10
370917	Casillas de Flores	37
460898	Casinos	46
400450	Casla	40
330156	Caso	33
500747	Caspe	50
190740	Caspueñas	19
170448	Cassà de la Selva	17
080497	Casserres	08
030535	Castalla	03
100605	Castañar de Ibor	10
260435	Castañares de Rioja	26
390190	Castañeda	39
210221	Castaño del Robledo	21
180444	Cástaras	18
310706	Castejón	31
160679	Castejón	16
500750	Castejón de Alarba	50
190753	Castejón de Henares	19
500763	Castejón de las Armas	50
220839	Castejón de Monegros	22
220844	Castejón de Sos	22
