CCN	CODCNH	Nombre Centro	Cód. Provincia	Provincia	Cód. CCAA	CCAA	AD	Cod Concierto	Concierto	Forma parte Complejo	CODIDCOM	Nombre del Complejo	Es Comlejo	ALTA	TAC	RMN	GAM	HEM	ASD	LIT	BCO	ALI	SPECT	PET	MAMO	DO	DIAL
1046000342	460044	Hospital Clínico Universitario de Valencia	46	Valencia	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	5	4	2	2	4	0	0	3	1	1	2	1	18
1046000362	460018	Hospital Universitario y Politécnico La Fe	46	Valencia	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	11	6	3	4	8	1	0	4	0	1	2	1	31
1046000423	460351	Hospital Universitario de La Ribera	46	Valencia	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	3	3	0	1	1	1	0	3	1	1	2	1	41
1046000667	460370	Hospital de Manises	46	Valencia	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	1	1	0	1	1	1	0	0	0	0	2	1	42
1046006312	460392	Hospital de Lliria	46	Valencia	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	1
1046000096	460291	Hospital 9 de Octubre	46	Valencia	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	1	4	2	1	1	0	0	0	0	1	2	1	0
1046000568	460082	Hospital Católico Casa de Salud	46	Valencia	10	Comunidad Valenciana	N	02	Concierto parcial	N			N	N	1	3	0	1	0	1	0	0	0	0	1	1	20
1003000144	030092	Hospital Clínica Benidorm	03	Alicante	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	1	2	1	1	1	0	0	1	0	1	0	1	45
1046000057	460060	Consorcio Hospital General Universitario de Valencia	46	Valencia	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	3	3	0	3	2	0	0	3	1	2	1	2	28
1046000319	460109	Fundacion Instituto Valenciano de Oncología	46	Valencia	10	Comunidad Valenciana	S	032	Concierto sustitutorio	N			N	N	5	2	0	0	1	0	0	5	1	1	4	1	1
1046000325	460023	Hospital Universitario Dr. Peset Aleixandre	46	Valencia	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	3	2	0	1	2	1	0	0	2	1	1	1	25
1003000142	030152	Hospital General Universitario de Elche	03	Alicante	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	4	3	0	1	0	1	0	3	0	0	2	1	16
1003000135	030067	Hospital Virgen de Los Lirios	03	Alicante	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	2	1	0	0	0	0	0	0	0	0	1	1	38
1003006642	030406	Hospital Internacional Hcb Denia	03	Alicante	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1046011007	460459	IMED Colón	46	Valencia	10	Comunidad Valenciana	N	01	Sin concierto	N			N	S	1	1	0	0	0	0	0	0	0	0	1	1	0
1046011151	460460	Hospital Infanto-Juvenil J. Peirón	46	Valencia	10	Comunidad Valenciana	N	01	Sin concierto	N			N	S	0	0	0	0	0	0	0	0	0	0	0	0	0
1003000129	030041	Vithas Hospital Perpetuo Internacional	03	Alicante	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	1	1	0	1	0	1	0	0	0	0	0	0	0
1003000134	030036	Clínica Vistahermosa Grupo Ha	03	Alicante	10	Comunidad Valenciana	N	02	Concierto parcial	N			N	N	1	2	0	2	1	0	0	0	0	0	1	1	0
1003000136	030204	Hospital Marina Baixa de La Vila Joiosa	03	Alicante	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	2	1	0	0	0	0	0	0	0	0	1	0	8
1003000200	030165	Hospital General Universitario de Elda-Virgen de La Salud	03	Alicante	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	2	1	0	0	0	0	0	0	0	0	3	1	46
1003000233	030339	Hospital Universitario de Torrevieja	03	Alicante	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	2	1	0	1	1	0	0	0	0	0	2	1	37
1003000247	030250	Hospital Universitario San Juan de Alicante	03	Alicante	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	3	2	2	1	0	0	1	4	2	1	2	1	0
1003000255	030373	Hospital Universitario Vinalopó	03	Alicante	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	1	1	0	1	1	1	0	0	1	1	1	1	32
1012000183	120043	Consorcio Hospitalario Provincial de Castellón	12	Castellón	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	2	1	1	0	0	1	0	3	1	1	1	1	0
1012000255	120159	Hospital Rey D. Jaime	12	Castellón	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	1	2	0	0	0	0	0	0	0	0	1	1	0
1046000270	460381	Hospital de Crónicos de Mislata (Antiguo Hospital Militar de Valencia)	46	Valencia	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1046000290	460288	Hospital General de Requena	46	Valencia	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	17
1046000344	460116	Hospital Vithas Valencia Consuelo	46	Valencia	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	1	1	1	0	1	1	0	2	0	0	0	1	0
1046000577	460235	Hospital General de Ontinyent	46	Valencia	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
1046000651	460039	Hospital Arnau de Vilanova	46	Valencia	10	Comunidad Valenciana	S	01	Sin concierto	N			N	N	2	1	0	0	0	0	0	0	0	0	1	1	2
1046009364	460437	Clínica Imske	46	Valencia	10	Comunidad Valenciana	N	02	Concierto parcial	N			N	N	1	2	0	0	0	0	0	0	0	0	0	0	0
1046009450	460426	Centro Habilitado Ernest Lluch	46	Valencia	10	Comunidad Valenciana	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000572	100054	Hospital Campo Arañuelo	10	Cáceres	11	Extremadura	N	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	0
1110000563	100041	Hospital Ciudad de Coria	10	Cáceres	11	Extremadura	S	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	0
1110000693	100073	Centro Sociosanitario de Plasencia	10	Cáceres	11	Extremadura	S	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1106000797	060140	Hospital Santa Justa	06	Badajoz	11	Extremadura	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1106001192	060275	Casaverde Centro de Rehabilitación Neurológico de Extremadura S.L.	06	Badajoz	11	Extremadura	N	02	Concierto parcial	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1106000744	060297	Hospital Parque Vegas Altas	06	Badajoz	11	Extremadura	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
1110000695	100092	Hospital Quironsalud Cáceres	10	Cáceres	11	Extremadura	S	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
1110000696	100106	Clínica Soquimex	10	Cáceres	11	Extremadura	N	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	0
1110000692	100067	Hospital Virgen del Puerto	10	Cáceres	11	Extremadura	S	01	Sin concierto	N			N	N	3	1	0	0	0	0	0	1	0	0	1	0	8
	060219	Complejo Hospitalario Llerena-Zafra	06	Badajoz	11	Extremadura	S	01	Sin concierto	N			S	N	2	1	0	0	0	0	0	0	0	0	2	0	23
	060253	Complejo Hospitalario de Don Benito-Villanueva de La Serena	06	Badajoz	11	Extremadura	S	01	Sin concierto	N			S	N	2	1	0	0	0	0	0	0	0	0	2	0	0
	060264	Complejo Hospitalario del Área de Salud de Mérida	06	Badajoz	11	Extremadura	S	01	Sin concierto	N			S	N	4	1	0	1	0	1	0	1	0	0	3	1	0
	100089	Complejo Hospitalario de Cáceres	10	Cáceres	11	Extremadura	S	01	Sin concierto	N			S	N	6	2	2	2	1	0	0	1	1	0	3	0	40
1106000332	060021	Hospital Universitario de Badajoz	06	Badajoz	11	Extremadura	DC	DC	DC	S	060016	Complejo Hospitalario Universitario de Badajoz	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
1106000566	060037	Hospital Materno-Infantil	06	Badajoz	11	Extremadura	DC	DC	DC	S	060016	Complejo Hospitalario Universitario de Badajoz	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
1106000792	060093	Hospital Don Benito-Villanueva de La Serena	06	Badajoz	11	Extremadura	DC	DC	DC	S	060253	Complejo Hospitalario de Don Benito-Villanueva de La Serena	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
1106000794	060114	Hospital General de Llerena	06	Badajoz	11	Extremadura	DC	DC	DC	S	060219	Complejo Hospitalario Llerena-Zafra	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
1106000795	060129	Hospital de Mérida	06	Badajoz	11	Extremadura	DC	DC	DC	S	060264	Complejo Hospitalario del Área de Salud de Mérida	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
1106000801	060208	Hospital de Zafra	06	Badajoz	11	Extremadura	DC	DC	DC	S	060219	Complejo Hospitalario Llerena-Zafra	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
1106000804	060231	Hospital Siberia-Serena	06	Badajoz	11	Extremadura	DC	DC	DC	S	060253	Complejo Hospitalario de Don Benito-Villanueva de La Serena	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
1106000805	060242	Hospital Tierra de Barros	06	Badajoz	11	Extremadura	DC	DC	DC	S	060264	Complejo Hospitalario del Área de Salud de Mérida	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
1110000306	100015	Hospital San Pedro de Alcántara	10	Cáceres	11	Extremadura	DC	DC	DC	S	100089	Complejo Hospitalario de Cáceres	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
1110001384	100115	Hospital Universitario de Cáceres	10	Cáceres	11	Extremadura	DC	DC	DC	S	100089	Complejo Hospitalario de Cáceres	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
1106000803	060220	Hospital Perpetuo Socorro	06	Badajoz	11	Extremadura	DC	DC	DC	S	060016	Complejo Hospitalario Universitario de Badajoz	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
	060016	Complejo Hospitalario Universitario de Badajoz	06	Badajoz	11	Extremadura	S	01	Sin concierto	N			S	N	7	4	0	2	2	0	0	3	3	1	2	1	55
1106000791	060080	Hospital Ribera Almendralejo	06	Badajoz	11	Extremadura	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1106000796	060135	Centro Sociosanitario de Mérida	06	Badajoz	11	Extremadura	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1106000798	060172	Hospital Quironsalud Clideba	06	Badajoz	11	Extremadura	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
1106001097	060286	Hospital Ribera Badajoz	06	Badajoz	11	Extremadura	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1110000697	100113	Hospital Parque San Francisco	10	Cáceres	11	Extremadura	N	02	Concierto parcial	N			N	N	0	0	0	1	0	0	0	0	0	0	1	1	0
1232000114	320087	Centro Medico El Carmen	32	Ourense	12	Galicia	N	01	Sin concierto	N			N	N	1	1	0	1	0	0	0	0	0	0	0	0	0
1236000124	360160	Fremap, Hospital de Vigo	36	Pontevedra	12	Galicia	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1232000115	320163	Clínica Santa Teresa	32	Ourense	12	Galicia	N	02	Concierto parcial	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1236000117	360059	Grupo Quironsalud Pontevedra	36	Pontevedra	12	Galicia	N	01	Sin concierto	N			N	N	1	2	0	0	0	0	0	0	0	0	1	1	0
1227000096	270057	Hospital Ribera Polusa	27	Lugo	12	Galicia	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
1227000097	270076	Hospital Quirón Salud Lugo	27	Lugo	12	Galicia	N	01	Sin concierto	N			N	N	1	2	0	0	0	0	0	0	0	0	1	0	0
1236000123	360255	Centro Medico Pintado	36	Pontevedra	12	Galicia	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	1	0	0
1236000125	360274	Clínica Residencia El Pinar	36	Pontevedra	12	Galicia	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1236000126	360216	Concheiro Centro Medico Quirúrgico	36	Pontevedra	12	Galicia	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	0	0	0
1215000169	150308	Hestia La Robleda	15	A Coruña	12	Galicia	N	02	Concierto parcial	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1227000095	270109	Hospital Publico de Monforte	27	Lugo	12	Galicia	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1232000112	320126	Hospital Publico de Valdeorras	32	Ourense	12	Galicia	N	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	0
1232000113	320150	Hospital Publico de Verín	32	Ourense	12	Galicia	N	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	8
1215000173	150050	Centro Oncoloxico de Galicia	15	A Coruña	12	Galicia	N	032	Concierto sustitutorio	N			N	N	2	0	0	0	0	0	0	3	2	1	1	0	0
1215000176	150354	HM Modelo-Belen	15	A Coruña	12	Galicia		01	Sin concierto	N			N	N	1	2	1	1	1	0	0	0	1	1	1	1	0
1232000111	320013	Complexo Hospitalario Universitario de Ourense	32	Ourense	12	Galicia	S	01	Sin concierto	N			N	N	4	2	0	1	2	0	0	2	2	1	1	1	36
1236000128	360368	Complexo Hospitalario Universitario de Vigo	36	Pontevedra	12	Galicia	S	01	Sin concierto	N			N	N	8	4	0	3	12	0	0	4	3	1	1	1	49
1227000094	270095	Hospital Publico Da Mariña	27	Lugo	12	Galicia	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	20
1215000181	150365	Hospital HM Rosaleda-HM La Esperanza	15	A Coruña	12	Galicia	N	02	Concierto parcial	N			N	N	1	3	0	0	1	0	0	0	0	0	1	1	32
1215000175	150079	Hospital San Rafael	15	A Coruña	12	Galicia	N	02	Concierto parcial	N			N	N	1	2	0	1	1	0	0	0	0	0	1	1	35
1215000178	150177	Hospital Ribera Juan Cardona	15	A Coruña	12	Galicia		02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	39
1236000115	360182	Hospital Ribera Povisa	36	Pontevedra	12	Galicia	S	032	Concierto sustitutorio	N			N	N	2	3	1	0	1	1	0	1	1	1	1	1	30
1215000172	150011	Complexo Hospitalario Universitario A Coruña	15	A Coruña	12	Galicia	S	01	Sin concierto	N			N	N	6	3	0	3	0	1	0	0	0	0	3	1	23
1215000177	150130	Complexo Hospitalario Universitario de Ferrol	15	A Coruña	12	Galicia	S	01	Sin concierto	N			N	N	3	2	0	0	0	0	0	0	0	0	1	2	16
1215000182	150336	Hospital Publico Da Barbanza	15	A Coruña	12	Galicia	N	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	12
1215000183	150341	Hospital Publico Virxe Da Xunqueira	15	A Coruña	12	Galicia	N	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	12
1227000093	270018	Complexo Hospitalario Universitario de Lugo	27	Lugo	12	Galicia	S	01	Sin concierto	N			N	N	3	2	0	1	4	0	0	2	1	1	2	1	41
1236000127	360353	Hospital Publico Do Salnes	36	Pontevedra	12	Galicia	N	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	0
1215000174	150063	Hospital Quironsalud A Coruña	15	A Coruña	12	Galicia	N	01	Sin concierto	N			N	N	1	1	0	1	0	0	0	0	0	0	1	1	26
1215000179	150200	Complexo Hospitalario Universitario de Santiago	15	A Coruña	12	Galicia	S	01	Sin concierto	N			N	N	6	4	2	2	2	1	0	3	2	1	2	2	35
1236000116	360340	Complexo Hospitalario Universitario de Pontevedra	36	Pontevedra	12	Galicia	S	01	Sin concierto	N			N	N	3	2	0	0	1	0	0	0	0	0	1	0	44
1236000120	360209	Vithas Hospital Nosa Señora de Fátima	36	Pontevedra	12	Galicia	N	02	Concierto parcial	N			N	N	1	1	1	1	1	1	0	0	1	0	1	0	2
1236000122	360268	Hestia San José	36	Pontevedra	12	Galicia	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1328000064	281049	Hospital Ha Universitario Moncloa	28	Madrid	13	Madrid	S	031	Red de utilización pública (RUP)	N			N	N	1	2	0	2	4	0	0	0	0	0	1	1	1
1328000078	281225	Hospital Universitario HM Sanchinarro	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1328000022	280761	Hospital de La Fuenfria	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1328023818	281456	Hospital Quirón Salud Valle del Henares	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
1328026468	281467	HM Hospitales 1.989, S.A.	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	1	2	0	0	0	0	0	0	0	0	1	0	0
1328000042	280838	Hospital Universitario Severo Ochoa	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	2	2	0	1	1	0	0	0	0	0	2	0	55
1328000076	281203	Hospital Universitario Quironsalud Madrid	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	2	4	1	2	1	0	0	2	1	1	2	1	3
	280225	Complejo Hospitalario Gregorio Marañón	28	Madrid	13	Madrid	S	01	Sin concierto	N			S	N	7	5	0	5	3	1	0	4	3	2	3	1	46
1328026683	281478	Alm Univass S.L.	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1328030390	281491	HM Hospitales 1989, S.A.	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	S	0	0	0	0	0	0	0	0	0	0	0	0	0
1328000004	280783	Centro San Juan de Dios Ciempozuelos	28	Madrid	13	Madrid	S	02	Concierto parcial	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1328000006	280549	Hospital Fuensanta	28	Madrid	13	Madrid	S	02	Concierto parcial	N			N	N	1	1	1	0	0	1	0	0	0	0	2	1	30
1328000007	280534	Clínica La Luz, S.L.	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	2	2	0	1	1	1	0	1	0	1	1	1	0
1328000008	280604	Hospital Universitario La Zarzuela	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	1	2	0	1	1	0	0	0	0	0	1	0	0
1328000014	280468	Hospital San Camilo	28	Madrid	13	Madrid	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	0	0	20
1328000020	280148	Hospital Central de La Cruz Roja, San José y Santa Adela	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	1	0	1	0	0	0	0	0	0	0	1	0	0
1328000025	280954	Hospital Universitario HM Madrid	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	1	2	0	0	0	0	0	0	0	0	1	0	0
1328000032	280796	Hospital Asepeyo Madrid	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	2	2	0	0	0	0	0	0	0	0	0	0	0
1328000034	280745	Hospital Universitario Príncipe de Asturias	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	3	2	1	1	1	0	0	0	0	0	3	1	33
1328000040	280339	Hospital San Rafael	28	Madrid	13	Madrid	N	02	Concierto parcial	N			N	N	1	2	0	1	0	0	0	0	0	0	1	1	0
1328000044	280091	Hospital Virgen de La Torre	28	Madrid	13	Madrid	DC	DC	DC	S	281405	Complejo Hospitalario Infanta Leonor	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
1328000051	280395	Clínica San Miguel	28	Madrid	13	Madrid	N	02	Concierto parcial	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1328000063	281034	Clínica Isadora S.A.	28	Madrid	13	Madrid	N	02	Concierto parcial	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1328000067	281090	Hospital Universitario HM Monteprincipe	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	1	3	0	2	3	1	0	0	0	0	1	1	1
1328000069	281113	Hospital Md Anderson Cáncer Center Madrid	28	Madrid	13	Madrid	N	02	Concierto parcial	N			N	N	1	2	0	0	0	0	0	1	0	0	1	1	0
1328000077	281247	Hospital Pardo de Aravaca	28	Madrid	13	Madrid	S	02	Concierto parcial	N			N	N	1	1	0	1	1	0	0	0	0	0	1	1	0
1328000080	281236	Hospital Universitario Infanta Elena	28	Madrid	13	Madrid	S	032	Concierto sustitutorio	N			N	N	1	2	1	1	1	0	0	0	0	0	1	1	17
1328000084	281292	Hospital Universitario del Tajo	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	1	1	0	0	1	0	0	0	0	0	2	0	13
1328000090	281348	ID Dalud Móstoles Sa	28	Madrid	13	Madrid	S	032	Concierto sustitutorio	N			N	N	2	4	0	1	3	0	0	2	1	1	2	1	27
1328020032	281393	Clínica Universidad de Navarra	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	2	2	0	2	1	0	0	2	1	1	2	1	0
1328023076	281445	Servicio Madrileño de Salud	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	0	0	0
1328000057	280323	Sanatorio Nuestra Señora del Rosario	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	2	3	0	1	1	0	0	0	0	0	2	1	0
1328000001	280856	Fremap Hospital Majadahonda	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	1	2	0	0	0	0	0	0	0	0	0	0	0
1328000026	280894	Hospital Universitario de Móstoles	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	2	2	0	0	0	0	0	0	0	0	2	0	0
1328000073	281180	Hospital Los Madroños	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	1	2	0	0	0	0	0	0	0	0	1	1	0
1328000029	280416	Fundacion Instituto San José	28	Madrid	13	Madrid	N	02	Concierto parcial	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1328000037	280777	Complejo Asistencial Benito Menni	28	Madrid	13	Madrid	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1328000041	280112	Hospital Universitario Santa Cristina	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	2	1	0
1328000028	280133	Hospital Infantil Universitario Niño Jesús	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	0	0	0
1328000036	280262	Hospital Psiquiátrico Doctor Rodriguez Lafora	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1328000024	280344	Hospital de La V.O.T. de San Francisco de Asís	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
1328000060	280357	Hospital Quironsalud San José	28	Madrid	13	Madrid	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
1328000050	280409	Clínica Nuestra Señora de La Paz	28	Madrid	13	Madrid	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1328000058	280442	Hospital Virgen del Mar	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	1	3	0	0	0	0	0	0	0	0	2	0	1
1328000061	280455	Hospital Hestia Madrid	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1328000010	280474	Hospital Nuestra Señora de América	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	1	3	0	1	1	0	0	0	0	0	1	1	0
1328000013	280552	Hospital Ruber Juan Bravo	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	1	2	0	2	0	0	0	0	0	0	1	1	2
1328000011	280626	Hospital HM Nuevo Belen	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	1	1	0
1328000054	280647	Clínica Dr. León	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1328000046	280650	Clínica López Ibor	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1328000052	280679	Sanatorio Esquerdo, S.A.	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1328000033	280800	Hospital Asociado Universitario Guadarrama	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1328000021	280920	Hospital El Escorial	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
1328000035	280936	Hospital Virgen de La Poveda	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1328000065	281087	Clínica Cemtro	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	2	5	0	0	0	0	0	0	0	0	0	0	0
1328000070	281124	Hospital Quironsalud Sur	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	1	2	0	1	1	0	0	0	0	0	1	1	3
1328000072	281157	Hospital Universitario HM Torrelodones	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	1	2	0	0	0	0	0	0	0	0	1	0	0
1328000079	281214	Hospital Centro de Cuidados Laguna	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1328000088	281326	Casta Guadarrama	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
1328020932	281371	Hospital HM Valles	28	Madrid	13	Madrid	S	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
1328021504	281383	Fraternidad Muprespa, Mutua Colaboradora Con La Seguridad Social Nº 275	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	0	0	0
1328000018	280360	Hospital Beata Maria Ana	28	Madrid	13	Madrid	N	02	Concierto parcial	N			N	N	1	3	0	0	0	0	0	1	0	0	1	1	0
1328000053	280587	Hospital La Milagrosa S.A.	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	1	2	0	1	1	1	0	2	0	1	1	1	1
1328000030	280565	Hospital Ruber Internacional	28	Madrid	13	Madrid		01	Sin concierto	N			N	N	2	3	1	1	1	0	0	2	1	1	2	1	0
1328000074	281179	Hospital Universitario La Moraleja	28	Madrid	13	Madrid	N	01	Sin concierto	N			N	N	2	2	1	1	1	1	0	0	1	1	2	2	0
1328016888	281360	Hospital Universitario HM Puerta del Sur	28	Madrid	13	Madrid	S	01	Sin concierto	N			N	N	2	3	1	1	1	0	0	2	1	1	1	0	0
